Variable accession,Variable name,Variable description,Type,Dataset accession,Dataset name,Study,Database
phv00155003,BQI_V6,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155004,BRADYCAR,Bradycardia,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155005,BRA_AVF,"R wave area, lead bra_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155006,BRA_AVL,"R wave area, lead bra_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155007,BRA_AVR,"R wave area, lead bra_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155008,BRA_I,"R wave area, lead bra_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155009,BRA_II,"R wave area, lead bra_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155010,BRA_III,"R wave area, lead bra_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155011,BRA_V1,"R wave area, lead bra_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155012,BRA_V2,"R wave area, lead bra_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155013,BRA_V3,"R wave area, lead bra_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155014,BRA_V4,"R wave area, lead bra_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155015,BRA_V5,"R wave area, lead bra_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155016,BRA_V6,"R wave area, lead bra_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155017,BRI_AVF,"R intrisicoid (time from Q onset to peak of R), lead bri_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155018,BRI_AVL,"R intrisicoid (time from Q onset to peak of R), lead bri_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155019,BRI_AVR,"R intrisicoid (time from Q onset to peak of R), lead bri_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155020,BRI_I,"R intrisicoid (time from Q onset to peak of R), lead bri_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155021,BRI_II,"R intrisicoid (time from Q onset to peak of R), lead bri_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155022,BRI_III,"R intrisicoid (time from Q onset to peak of R), lead bri_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155023,BRI_V1,"R intrisicoid (time from Q onset to peak of R), lead bri_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155024,BRI_V2,"R intrisicoid (time from Q onset to peak of R), lead bri_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155025,BRI_V3,"R intrisicoid (time from Q onset to peak of R), lead bri_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155026,BRI_V4,"R intrisicoid (time from Q onset to peak of R), lead bri_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155027,BRI_V5,"R intrisicoid (time from Q onset to peak of R), lead bri_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155028,BRI_V6,"R intrisicoid (time from Q onset to peak of R), lead bri_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155029,BRPA_AVF,"R' wave area, lead brpa_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155030,BRPA_AVL,"R' wave amplitude, lead brpa_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155031,BRPA_AVR,"R' wave area, lead brpa_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155032,BRPA_I,"R' wave area, lead brpa_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155033,BRPA_II,"R' wave area, lead brpa_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155034,BRPA_III,"R' wave area, lead brpa_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155035,BRPA_V1,"R' wave area, lead brpa_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155036,BRPA_V2,"R' wave area, lead brpa_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155037,BRPA_V3,"R' wave area, lead brpa_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155038,BRPA_V4,"R' wave area, lead brpa_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155039,BRPA_V5,"R' wave area, lead brpa_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155040,BRPA_V6,"R' wave area, lead brpa_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155041,BRPI_AVF,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155042,BRPI_AVL,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155043,BRPI_AVR,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155044,BRPI_I,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155045,BRPI_II,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155046,BRPI_III,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155047,BRPI_V1,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155048,BRPI_V2,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155049,BRPI_V3,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155050,BRPI_V4,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155051,BRPI_V5,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155052,BRPI_V6,"R' intrisicoid (time from Q onset to peak of R'), lead brpi_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155053,BSA_AVF,"S wave area, lead bsa_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155054,BSA_AVL,"S wave area, lead bsa_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155055,BSA_AVR,"S wave area, lead bsa_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155056,BSA_I,"S wave area, lead bsa_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155057,BSA_II,"S wave area, lead bsa_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155058,BSA_III,"S wave area, lead bsa_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155059,BSA_V1,"S wave area, lead bsa_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155060,BSA_V2,"S wave area, lead bsa_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155061,BSA_V3,"S wave area, lead bsa_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155062,BSA_V4,"S wave area, lead bsa_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155063,BSA_V5,"S wave area, lead bsa_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155064,BSA_V6,"S wave area, lead bsa_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155065,BSI_AVF,"S intrisicoid (time from Q onset to peak of S), lead bsi_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155066,BSI_AVL,"S intrisicoid (time from Q onset to peak of S), lead bsi_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155067,BSI_AVR,"S intrisicoid (time from Q onset to peak of S), lead bsi_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155068,BSI_I,"S intrisicoid (time from Q onset to peak of S), lead bsi_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155069,BSI_II,"S intrisicoid (time from Q onset to peak of S), lead bsi_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155070,BSI_III,"S intrisicoid (time from Q onset to peak of S), lead bsi_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155071,BSI_V1,"S intrisicoid (time from Q onset to peak of S), lead bsi_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155072,BSI_V2,"S intrisicoid (time from Q onset to peak of S), lead bsi_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155073,BSI_V3,"S intrisicoid (time from Q onset to peak of S), lead bsi_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155074,BSI_V4,"S intrisicoid (time from Q onset to peak of S), lead bsi_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155075,BSI_V5,"S intrisicoid (time from Q onset to peak of S), lead bsi_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155076,BSI_V6,"S intrisicoid (time from Q onset to peak of S), lead bsi_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155077,BSPA_AVF,"S' wave area, lead bspa_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155078,BSPA_AVL,"S' wave area, lead bspa_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155079,BSPA_AVR,"S' wave area, lead bspa_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155080,BSPA_I,"S' wave area, lead bspa_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155081,BSPA_II,"S' wave area, lead bspa_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155082,BSPA_III,"S' wave area, lead bspa_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155083,BSPA_V1,"S' wave area, lead bspa_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155084,BSPA_V2,"S' wave area, lead bspa_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155085,BSPA_V3,"S' wave area, lead bspa_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155086,BSPA_V4,"S' wave area, lead bspa_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155087,BSPA_V5,"S' wave area, lead bspa_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155088,BSPA_V6,"S' wave area, lead bspa_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155089,BSPI_AVF,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155090,BSPI_AVL,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155091,BSPI_AVR,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155092,BSPI_I,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155093,BSPI_II,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155094,BSPI_III,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155095,BSPI_V1,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155096,BSPI_V2,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155097,BSPI_V3,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155098,BSPI_V4,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155099,BSPI_V5,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155100,BSPI_V6,"S' intrisicoid (time from Q onset to peak of S'), lead bspi_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155101,BTA_AVF,"T wave area, lead bta_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155102,BTA_AVL,"T wave area, lead bta_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155103,BTA_AVR,"T wave area, lead bta_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155104,BTA_I,"T wave area, lead bta_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155105,BTA_II,"T wave area, lead bta_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155106,BTA_III,"T wave area, lead bta_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155107,BTA_V1,"T wave area, lead bta_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155108,BTA_V2,"T wave area, lead bta_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155109,BTA_V3,"T wave area, lead bta_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155110,BTA_V4,"T wave area, lead bta_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155111,BTA_V5,"T wave area, lead bta_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155112,BTA_V6,"T wave area, lead bta_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155113,BTI_AVF,"T intrisicoid (time from STE onset to peak of T), lead bti_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155114,BTI_AVL,"T intrisicoid (time from STE onset to peak of T), lead bti_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155115,BTI_AVR,"T intrisicoid (time from STE onset to peak of T), lead bti_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155116,BTI_I,"T intrisicoid (time from STE onset to peak of T), lead bti_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155117,BTI_II,"T intrisicoid (time from STE onset to peak of T), lead bti_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155118,BTI_III,"T intrisicoid (time from STE onset to peak of T), lead bti_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155119,BTI_V1,"T intrisicoid (time from STE onset to peak of T), lead bti_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155120,BTI_V2,"T intrisicoid (time from STE onset to peak of T), lead bti_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155121,BTI_V3,"T intrisicoid (time from STE onset to peak of T), lead bti_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155122,BTI_V4,"T intrisicoid (time from STE onset to peak of T), lead bti_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155123,BTI_V5,"T intrisicoid (time from STE onset to peak of T), lead bti_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155124,BTI_V6,"T intrisicoid (time from STE onset to peak of T), lead bti_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155125,BTPA_AVF,"T' area, lead btpa_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155126,BTPA_AVL,"T' area, lead btpa_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155127,BTPA_AVR,"T' area, lead btpa_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155128,BTPA_I,"T' area, lead btpa_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155129,BTPA_II,"T' area, lead btpa_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155130,BTPA_III,"T' area, lead btpa_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155131,BTPA_V1,"T' area, lead btpa_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155132,BTPA_V2,"T' area, lead btpa_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155133,BTPA_V3,"T' area, lead btpa_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155134,BTPA_V4,"T' area, lead btpa_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155135,BTPA_V5,"T' area, lead btpa_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155136,BTPA_V6,"T' area, lead btpa_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155137,BTPI_AVF,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00155138,BTPI_AVL,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00155139,BTPI_AVR,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00155140,BTPI_I,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00155141,BTPI_II,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155142,BTPI_III,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00155143,BTPI_V1,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00155144,BTPI_V2,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155145,BTPI_V3,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155146,BTPI_V4,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155147,BTPI_V5,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00155148,BTPI_V6,"T' intrisicoid (time from STE onset to peak of T'), lead btpi_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00155149,CV,Cornell Voltage (uV),integer,pht002118,ecg_rel2,phs000200,whi
phv00155150,CV_QRS,Cornell Voltage Production (uV),decimal,pht002118,ecg_rel2,phs000200,whi
phv00155151,ECGDOW,Day of Week of ECG (6 = Sat or Sun; 1 = Mon; etc.),integer,pht002118,ecg_rel2,phs000200,whi
phv00155152,ECGSEA,"Season of ECG (1 = Mar, Apr or May; 2 = Jun, Jul or Aug; etc.)",integer,pht002118,ecg_rel2,phs000200,whi
phv00155153,ECGTIM,"Time of ECG (Minutes, Where 12:00 AM = 0)",integer,pht002118,ecg_rel2,phs000200,whi
phv00155154,HEART_RT,Heart rate (beats/minute),integer,pht002118,ecg_rel2,phs000200,whi
phv00155155,JT_IND,JT Index,integer,pht002118,ecg_rel2,phs000200,whi
phv00155156,JT_INT,JT Interval (msec),integer,pht002118,ecg_rel2,phs000200,whi
phv00155157,LAMBDA,T Wave Axis Deviation (degrees),decimal,pht002118,ecg_rel2,phs000200,whi
phv00155158,LRF_AVF,Lead reject flag AVF,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155159,LRF_AVL,Lead reject flag AVL,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155160,LRF_AVR,Lead reject flag AVR,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155161,LRF_I,Lead reject flag I,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155162,LRF_II,Lead reject flag II,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155163,LRF_III,Lead reject flag III,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155164,LRF_V1,Lead reject flag V1,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155165,LRF_V2,Lead reject flag V2,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155166,LRF_V3,Lead reject flag V3,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155167,LRF_V4,Lead reject flag V4,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155168,LRF_V5,Lead reject flag V5,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155169,LRF_V6,Lead reject flag V6,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155170,LVHI,Left Ventricular Hypertrophy Index,integer,pht002118,ecg_rel2,phs000200,whi
phv00155171,LVHI_CAT,"Left Ventricular Hypertrophy Index > 120 (1,0)",decimal,pht002118,ecg_rel2,phs000200,whi
phv00155172,LVH_MINN,LVH by Minnesota Code,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155173,LVMI_IVCD,"Left Ventricular Mass Index (%), For Intra-ventricular Conduction Delay",decimal,pht002118,ecg_rel2,phs000200,whi
phv00155174,LVMI_LBBB,"Left Ventr Mass Index (%), For Left Bundle Block",decimal,pht002118,ecg_rel2,phs000200,whi
phv00155175,LVMI_MCMI,"Left Ventricular Mass Index (%), For Minn-Coded MI",decimal,pht002118,ecg_rel2,phs000200,whi
phv00155176,LVMI_NORM,Left Ventricular Mass Index (%),decimal,pht002118,ecg_rel2,phs000200,whi
phv00155177,LVMI_RBBB,"Left Ventricular Mass Index (%), For Right Bundle Branch Block",decimal,pht002118,ecg_rel2,phs000200,whi
phv00155178,LVM_IVCD,"Left Ventricular Mass (g), For Intra-ventricular Conduction Delay",decimal,pht002118,ecg_rel2,phs000200,whi
phv00155179,LVM_LBBB,"Left Ventricular Mass (g), For Left Bundle Branch Block",decimal,pht002118,ecg_rel2,phs000200,whi
phv00155180,LVM_MCMI,"Left Ventricular Mass (g), For Minn-Coded MI",decimal,pht002118,ecg_rel2,phs000200,whi
phv00155181,LVM_NORM,Left Ventricular Mass (g),decimal,pht002118,ecg_rel2,phs000200,whi
phv00155182,LVM_RBBB,"Left Ventricular Mass (g), For Right Bundle Branch Block",decimal,pht002118,ecg_rel2,phs000200,whi
phv00155183,MAJOR_CD,"Major Ventricular Conduction Defect / Minnesota Code 7.1, 7.2, 7.4 or 7.8 (0-4)",decimal,pht002118,ecg_rel2,phs000200,whi
phv00155184,MC_81,"Atrial, Junctional or Ventricular Premature Beats or Wandering Atrial Pacemaker / Minnesota Code 8.1 (0-5)",integer,pht002118,ecg_rel2,phs000200,whi
phv00155185,MC_MI,MI by Minnesota Code,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155186,MINVENT,"Minor Ventricular Conduction Defect / Minnesota Code 7.3, 7.6 or 7.7 (0-2)",encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155187,MNF1,Minnesota code F1,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155188,MC_F4,"STJ Depression, Posterior (Inferior) / Minnesota Code 4.x (0,11,12,2,3,4)*",encoded value,pht002118,ecg_rel2,phs000200,whi
phv00155189,MC_F5,Minnesota code F5,encoded value,pht002118,ecg_rel2,phs000200,whi
